date,office,district,race_type,party,special,url,reporting_level,jurisdiction,has_statewide_contests,needs_preprocessing,needs_review,skip,raw_extracted_filename,parent_zipfile,filename,notes
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Clark ,,,,FALSE,"Clark 2011Gen prec results, RV, cast.xlsx",,,
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Columbia ,,,,TRUE,"Columbia 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Cowlitz ,,,,TRUE,"Cowlitz 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Douglas ,,,,TRUE,"Douglas 2011Gen prec results, cast - No RV.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Ferry ,,,,TRUE,"Ferry 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Franklin ,,,,TRUE,"Franklin 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Garfield ,,,,TRUE,"Garfield 2011Gen prec results, cast - Partial RV.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Grant ,,,,TRUE,"Grant 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Grays Harbor ,,,,TRUE,"Grays Harbor 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Island ,,,,TRUE,"Island 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Jefferson ,,,,TRUE,"Jefferson 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,King ,,,,TRUE,"King 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Kitsap ,,,,TRUE,"Kitsap 2011Gen prec results, RV, cast - State Races.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Kittitas ,,,,TRUE,"Kittitas 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Klickitat ,,,,TRUE,"Klickitat 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Lewis ,,,,TRUE,"Lewis 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Lincoln ,,,,TRUE,"Lincoln 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Mason ,,,,TRUE,"Mason 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Okanogan ,,,,TRUE,"Okanogan 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Pacific ,,,,TRUE,"Pacific 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Pend Oreille ,,,,TRUE,"Pend Oreille 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Pierce ,,,,TRUE,"Pierce 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,San Juan ,,,,TRUE,"San Juan 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Skagit ,,,,TRUE,"Skagit 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Skamania ,,,,TRUE,"Skamania 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Snohomish ,,,,TRUE,"Snohomish 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Spokane ,,,,FALSE,"Spokane 2011Gen prec results, RV, cast.xlsx",,,
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Stevens ,,,,TRUE,"Stevens 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Thurston ,,,,TRUE,"Thurston 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Wahkiakum ,,,,TRUE,"Wahkiakum 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Walla Walla ,,,,TRUE,"Walla Walla 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Whatcom ,,,,TRUE,"Whatcom 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Whitman ,,,,TRUE,"Whitman 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Yakima ,,,,TRUE,"Yakima 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2012-08-07,,,primary,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/Primary/Data/Documents/2012Pri%20-%20Cong%20(draft).xlsx,congressional_district,,,,,,,,,
2012-08-07,,,primary,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/Primary/Data/Documents/2012Pri%20-%20Leg%20(draft).xlsx,state_legislative,,,,,,,,,
2012-08-07,,,primary,,,http://vote.wa.gov/results/20120807/export/20120807_AllState_20120904_1126.csv,,,,,,,,,,
2012-08-07,,,primary,,,http://vote.wa.gov/results/20120807/export/20120807_AllCounties_20120904_1126.csv,county,,,,,,,,,
2012-08-07,,,primary,,,http://vote.wa.gov/results/20120807/export/20120807_AllStatePrecincts_20120904_1126.csv,precinct,,,,,,,,,
2012-11-06,,,general,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Congressional,%20Legislative%20Breakdowns/FINAL%202012Gen%20-%20Cong.pdf",congressional_district,,,TRUE,,TRUE,,,,Skip this and use the Excel version instead.
2012-11-06,,,general,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Congressional,%20Legislative%20Breakdowns/FINAL%202012Gen%20-%20Cong.xlsx",congressional_district,,,,,,,,,
2012-11-06,,,general,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Congressional,%20Legislative%20Breakdowns/FINAL%202012Gen%20-%20Leg.pdf",state_legislative,,,TRUE,,TRUE,,,,Skip this and use the Excel version instead.
2012-11-06,,,general,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Congressional,%20Legislative%20Breakdowns/FINAL%202012Gen%20-%20Leg.xlsx",state_legislative,,,,,,,,,
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Adams ,,,,TRUE,"Adams 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Asotin ,,,,TRUE,"Asotin 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Benton ,,,,TRUE,"Benton 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Chelan ,,,,TRUE,"Chelan 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Clallam ,,,,TRUE,"Clallam 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Clark ,,,,TRUE,"Clark 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Columbia ,,,,TRUE,"Columbia 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Cowlitz ,,,,TRUE,"Cowlitz 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Douglas ,,,,TRUE,"Douglas 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Ferry ,,,,TRUE,"Ferry 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Franklin ,,,,TRUE,"Franklin 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Garfield ,,,,TRUE,"Garfield 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Grant ,,,,TRUE,"Grant 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Grays Harbor ,,,,TRUE,"Grays Harbor 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Island ,,,,TRUE,"Island 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Jefferson ,,,,TRUE,"Jefferson 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,King ,,,,TRUE,King 2012general-ecanvass.txt,,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Kitsap ,,,,TRUE,"Kitsap 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Kittitas ,,,,TRUE,"Kittitas 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Klickitat ,,,,TRUE,"Klickitat 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Lewis ,,,,TRUE,"Lewis 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Lincoln ,,,,TRUE,"Lincoln 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Mason ,,,,TRUE,"Mason 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Okanogan ,,,,TRUE,"Okanogan 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Pacific ,,,,TRUE,"Pacific 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Pend Oreille ,,,,TRUE,"Pend Oreille 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Pierce ,,,,TRUE,"Pierce 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,San Juan ,,,,TRUE,"San Juan 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Skagit ,,,,TRUE,"Skagit 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Skamania ,,,,TRUE,"Skamania 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Snohomish ,,,,TRUE,"Snohomish 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Spokane ,,,,TRUE,"Spokane 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Stevens ,,,,TRUE,"Stevens 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Thurston ,,,,TRUE,"Thurston 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Wahkiakum ,,,,TRUE,"Wahkiakum 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Walla Walla ,,,,TRUE,"Walla Walla 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Whatcom ,,,,TRUE,"Whatcom 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Whitman ,,,,TRUE,"Whitman 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2012/General-Election/Data/Documents/Precinct_Results/2012Gen%20by-precinct%20data%20(by%20county).zip,precinct,Yakima ,,,,TRUE,"Yakima 2012Gen prec results,RV,cast.xlsx",,,Skip this and use the CSV version instead.
2012-11-06,,,general,,,http://vote.wa.gov/results/20121106/export/20121106_AllState_20121205_1451.csv,,,,,,,,,,
2012-11-06,,,general,,,http://vote.wa.gov/results/20121106/export/20121106_AllCounties_20121205_1451.csv,county,,,,,,,,,
2012-11-06,,,general,,,http://vote.wa.gov/results/20121106/export/20121106_AllStatePrecincts_20121205_1451.csv,precinct,,,,,,,,,
2013-08-06,,,primary,,,http://vote.wa.gov/results/20130806/export/20130806_AllState_20130823_1120.csv,,,,,,,,,,
2013-08-06,,,primary,,,http://vote.wa.gov/results/20130806/export/20130806_AllCounties_20130823_1120.csv,county,,,,,,,,,
2013-08-06,,,primary,,,http://vote.wa.gov/results/20130806/export/20130806_AllStatePrecincts_20130823_1120.csv,precinct,,,,,,,,,
2013-11-05,,,general,,,http://vote.wa.gov/results/20131105/export/20131105_AllState_20131210_0314.csv,,,,,,,,,,
2013-11-05,,,general,,,http://vote.wa.gov/results/20131105/export/20131105_AllCounties_20131210_0314.csv,county,,,,,,,,,
2013-11-05,,,general,,,http://vote.wa.gov/results/20131105/export/20131105_AllStatePrecincts_20131210_0314.csv,precinct,,,,,,,,,
