date,race_type,county,party,special,url,raw_extracted_filename,path
2010-11-02,general,Teton,,,http://soswy.state.wy.us/Elections/Docs/2010/Results/General/Wyoming_General_Results.zip,2010_Teton_County_General_PbP.xlsx,
2010-11-02,general,Uinta,,,http://soswy.state.wy.us/Elections/Docs/2010/Results/General/Wyoming_General_Results.zip,2010_Uinta_County_General_PbP.xlsx,
2010-11-02,general,Washakie,,,http://soswy.state.wy.us/Elections/Docs/2010/Results/General/Wyoming_General_Results.zip,2010_Washakie_County_General_PbP.xlsx,
2010-11-02,general,Weston,,,http://soswy.state.wy.us/Elections/Docs/2010/Results/General/Wyoming_General_Results.zip,2010_Weston_County_General_PbP.xlsx,
2010-08-17,primary,Albany,,,http://soswy.state.wy.us/Elections/Docs/2010/Results/Primary/Wyoming_Primary_Results.zip,2010_Albany_County_Primary_PbP.xlsx,
2010-08-17,primary,Big Horn,,,http://soswy.state.wy.us/Elections/Docs/2010/Results/Primary/Wyoming_Primary_Results.zip,2010_Big_Horn_County_Primary_PbP.xlsx,
2010-08-17,primary,Campbell,,,http://soswy.state.wy.us/Elections/Docs/2010/Results/Primary/Wyoming_Primary_Results.zip,2010_Campbell_County_Primary_PbP.xlsx,
2010-08-17,primary,Carbon,,,http://soswy.state.wy.us/Elections/Docs/2010/Results/Primary/Wyoming_Primary_Results.zip,2010_Carbon_County_Primary_PbP.xlsx,
2010-08-17,primary,Converse,,,http://soswy.state.wy.us/Elections/Docs/2010/Results/Primary/Wyoming_Primary_Results.zip,2010_Converse_County_Primary_PbP.xlsx,
2010-08-17,primary,Crook,,,http://soswy.state.wy.us/Elections/Docs/2010/Results/Primary/Wyoming_Primary_Results.zip,2010_Crook_County_Primary_PbP.xlsx,
2010-08-17,primary,Fremont,,,http://soswy.state.wy.us/Elections/Docs/2010/Results/Primary/Wyoming_Primary_Results.zip,2010_Fremont_County_Primary_PbP.xlsx,
2010-08-17,primary,Goshen,,,http://soswy.state.wy.us/Elections/Docs/2010/Results/Primary/Wyoming_Primary_Results.zip,2010_Goshen_County_Primary_PbP.xlsx,
2010-08-17,primary,Hot Springs,,,http://soswy.state.wy.us/Elections/Docs/2010/Results/Primary/Wyoming_Primary_Results.zip,2010_Hot_Springs_County_Primary_PbP.xlsx,
2010-08-17,primary,Johnson,,,http://soswy.state.wy.us/Elections/Docs/2010/Results/Primary/Wyoming_Primary_Results.zip,2010_Johnson_County_Primary_PbP.xlsx,
2010-08-17,primary,Laramie,,,http://soswy.state.wy.us/Elections/Docs/2010/Results/Primary/Wyoming_Primary_Results.zip,2010_Laramie_County_Primary_PbP.xlsx,
2010-08-17,primary,Lincoln,,,http://soswy.state.wy.us/Elections/Docs/2010/Results/Primary/Wyoming_Primary_Results.zip,2010_Lincoln_County_Primary_PbP.xlsx,
2010-08-17,primary,Natrona,,,http://soswy.state.wy.us/Elections/Docs/2010/Results/Primary/Wyoming_Primary_Results.zip,2010_Natrona_County_Primary_PbP.xlsx,
2010-08-17,primary,Niobrara,,,http://soswy.state.wy.us/Elections/Docs/2010/Results/Primary/Wyoming_Primary_Results.zip,2010_Niobrara_County_Primary_PbP.xlsx,
2010-08-17,primary,Park,,,http://soswy.state.wy.us/Elections/Docs/2010/Results/Primary/Wyoming_Primary_Results.zip,2010_Park_County_Primary_PbP.xlsx,
2010-08-17,primary,Platte,,,http://soswy.state.wy.us/Elections/Docs/2010/Results/Primary/Wyoming_Primary_Results.zip,2010_Platte_County_Primary_PbP.xlsx,
2010-08-17,primary,Sheridan,,,http://soswy.state.wy.us/Elections/Docs/2010/Results/Primary/Wyoming_Primary_Results.zip,2010_Sheridan_County_Primary_PbP.xlsx,
2010-08-17,primary,Sublette,,,http://soswy.state.wy.us/Elections/Docs/2010/Results/Primary/Wyoming_Primary_Results.zip,2010_Sublette_County_Primary_PbP.xlsx,
2010-08-17,primary,Sweetwater,,,http://soswy.state.wy.us/Elections/Docs/2010/Results/Primary/Wyoming_Primary_Results.zip,2010_Sweetwater_County_Primary_PbP.xlsx,
2010-08-17,primary,Teton,,,http://soswy.state.wy.us/Elections/Docs/2010/Results/Primary/Wyoming_Primary_Results.zip,2010_Teton_County_Primary_PbP.xlsx,
2010-08-17,primary,Uinta,,,http://soswy.state.wy.us/Elections/Docs/2010/Results/Primary/Wyoming_Primary_Results.zip,2010_Uinta_County_Primary_PbP.xlsx,
2010-08-17,primary,Washakie,,,http://soswy.state.wy.us/Elections/Docs/2010/Results/Primary/Wyoming_Primary_Results.zip,2010_Washakie_County_Primary_PbP.xlsx,
2010-08-17,primary,Weston,,,http://soswy.state.wy.us/Elections/Docs/2010/Results/Primary/Wyoming_Primary_Results.zip,2010_Weston_County_Primary_PbP.xlsx,
2008-11-25,general,Lincoln,,TRUE,http://soswy.state.wy.us/Elections/Docs/2008/08Results/Special/LI_HD22.pdf,,20081125__wy__special__general__state_house__22.csv
2008-11-04,general,Albany,,,,AL-PbP.xls,
2008-11-04,general,Big Horn,,,,BH-PbP.xls,
2008-11-04,general,Campbell,,,,CA-PbP.xls,
2008-11-04,general,Carbon,,,,CB-PbP.xls,
2008-11-04,general,Converse,,,,CK-PbP.xls,
2008-11-04,general,Crook,,,,CV-PbP.xls,
2008-11-04,general,Fremont,,,,FR-PbP.xls,
2008-11-04,general,Goshen,,,,GO-PbP.xls,
2008-11-04,general,Hot Springs,,,,HS-PbP.xlsx,
2008-11-04,general,Johnson,,,,JO-PbP.xls,
2008-11-04,general,Laramie,,,,LA-PbP.xls,
2008-11-04,general,Lincoln,,,,LI-PbP.xls,
2008-11-04,general,Natrona,,,,NA-PbP.xls,
2008-11-04,general,Niobrara,,,,NI-PbP.xls,
2008-11-04,general,Park,,,,PK-PbP.xls,
2008-11-04,general,Platte,,,,PL-PbP.xls,
2008-11-04,general,Sheridan,,,,SB-PbP.xls,
2008-11-04,general,Sublette,,,,SN-PbP.xls,
2008-11-04,general,Sweetwater,,,,SW-PbP.xls,
2008-11-04,general,Teton,,,,TE-PbP.xls,
2008-11-04,general,Uinta,,,,UI-PbP.xls,
2008-11-04,general,Washakie,,,,WA-PbP.xls,
2008-11-04,general,Weston,,,,WE-PbP.xls,
2008-08-19,primary,Albany,D,,,AL-D-PbP.xls,
2008-08-19,primary,Big Horn,D,,,BH-D-PbP.xls,
2008-08-19,primary,Campbell,D,,,CA-D-PbP.xls,
2008-08-19,primary,Carbon,D,,,CB-D-PbP.xls,
2008-08-19,primary,Converse,D,,,CV-D-PbP.xls,
2008-08-19,primary,Crook,D,,,CK-D-PbP.xls,
2008-08-19,primary,Fremont,D,,,FR-D-PbP.xls,
2008-08-19,primary,Goshen,D,,,GO-D-PbP.xls,
2008-08-19,primary,Hot Springs,D,,,HT-D-PbP.xlsx,
2008-08-19,primary,Johnson,D,,,JO-D-PbP.xlsx,
2008-08-19,primary,Laramie,D,,,LA-D-PbP.xls,
2008-08-19,primary,Lincoln,D,,,LI-D-PbP.xls,
2008-08-19,primary,Natrona,D,,,NA-D-PbP.xls,
2008-08-19,primary,Niobrara,D,,,NI-D-PbP.xls,
2008-08-19,primary,Park,D,,,PK-D-PbP.xls,
2008-08-19,primary,Platte,D,,,PL-D-PbP.xls,
2008-08-19,primary,Sheridan,D,,,SB-D-PbP.xls,
2008-08-19,primary,Sublette,D,,,SN-D-PbP.xls,
2008-08-19,primary,Sweetwater,D,,,SW-D-PbP.xls,
2008-08-19,primary,Teton,D,,,TE-D-PbP.xls,
2008-08-19,primary,Uinta,D,,,UI-D-PbP.xls,
2008-08-19,primary,Washakie,D,,,WA-D-PbP.xls,
2008-08-19,primary,Weston,D,,,WE-D-PbP.xls,
2008-08-19,primary,Albany,R,,,AL-R-PbP.xls,
2008-08-19,primary,Big Horn,R,,,BH-R-PbP.xls,
2008-08-19,primary,Campbell,R,,,CA-R-PbP.xls,
2008-08-19,primary,Carbon,R,,,CB-R-PbP.xls,
2008-08-19,primary,Converse,R,,,CV-R-PbP.xls,
2008-08-19,primary,Crook,R,,,CK-R-PbP.xls,
2008-08-19,primary,Fremont,R,,,FR-R-PbP.xls,
2008-08-19,primary,Goshen,R,,,GO-R-PbP.xls,
2008-08-19,primary,Hot Springs,R,,,HT-R-PbP.xlsx,
2008-08-19,primary,Johnson,R,,,JO-R-PbP.xlsx,
2008-08-19,primary,Laramie,R,,,LA-R-PbP.xls,
2008-08-19,primary,Lincoln,R,,,LI-R-PbP.xls,
2008-08-19,primary,Natrona,R,,,NA-R-PbP.xls,
2008-08-19,primary,Niobrara,R,,,NI-R-PbP.xls,
2008-08-19,primary,Park,R,,,PK-R-PbP.xls,
2008-08-19,primary,Platte,R,,,PL-R-PbP.xls,
2008-08-19,primary,Sheridan,R,,,SB-R-PbP.xls,
2008-08-19,primary,Sublette,R,,,SN-R-PbP.xls,
2008-08-19,primary,Sweetwater,R,,,SW-R-PbP.xls,
2008-08-19,primary,Teton,R,,,TE-R-PbP.xls,
2008-08-19,primary,Uinta,R,,,UI-R-PbP.xls,
2008-08-19,primary,Washakie,R,,,WA-R-PbP.xls,
2008-08-19,primary,Weston,R,,,WE-R-PbP.xls,
2008-08-19,primary,Albany,L,,,AL-L-PbP.xls,
2008-08-19,primary,Big Horn,L,,,BH-L-PbP.xls,
2008-08-19,primary,Campbell,L,,,CA-L-PbP.xls,
2008-08-19,primary,Carbon,L,,,CB-L-PbP.xls,
2008-08-19,primary,Converse,L,,,CK-L-PbP.xls,
2008-08-19,primary,Crook,L,,,CV-L-PbP.xls,
2008-08-19,primary,Fremont,L,,,FR-L-PbP.xls,
2008-08-19,primary,Goshen,L,,,GO-L-PbP.xls,
2008-08-19,primary,Hot Springs,L,,,HT-L-PbP.xlsx,
2008-08-19,primary,Johnson,L,,,JO-L-PbP.xlsx,
2008-08-19,primary,Laramie,L,,,LA-L-PbP.xls,
2008-08-19,primary,Lincoln,L,,,LI-L-PbP.xls,
2008-08-19,primary,Natrona,L,,,NA-L-PbP.xls,
2008-08-19,primary,Niobrara,L,,,NI-L-PbP.xls,
2008-08-19,primary,Park,L,,,PK-L-PbP.xls,
2008-08-19,primary,Platte,L,,,PL-L-PbP.xls,
2008-08-19,primary,Sheridan,L,,,SB-L-PbP.xls,
2008-08-19,primary,Sublette,L,,,SN-L-PbP.xls,
2008-08-19,primary,Sweetwater,L,,,SW-L-PbP.xls,
2008-08-19,primary,Teton,L,,,TE-L-PbP.xls,
2008-08-19,primary,Uinta,L,,,UI-L-PbP.xls,
2008-08-19,primary,Washakie,L,,,WA-L-PbP.xls,
2008-08-19,primary,Weston,L,,,WE-L-PbP.xls,
2004-11-02,general,Albany,,,,Albany.xls,
2004-11-02,general,Big Horn,,,,Big Horn.xls,
2004-11-02,general,Campbell,,,,Campbell.xls,
2004-11-02,general,Carbon,,,,Carbon.xls,
2004-11-02,general,Converse,,,,Converse.xls,
2004-11-02,general,Crook,,,,Crook.xls,
2004-11-02,general,Fremont,,,,Fremont.xls,
2004-11-02,general,Goshen,,,,Goshen.xls,
2004-11-02,general,Hot Springs,,,,Hot Springs.xls,
2004-11-02,general,Johnson,,,,Johnson.xls,
2004-11-02,general,Laramie,,,,Laramie.xls,
2004-11-02,general,Lincoln,,,,Lincoln.xls,
2004-11-02,general,Natrona,,,,natrona.xls,
2004-11-02,general,Niobrara,,,,Niobrara.xls,
2004-11-02,general,Park,,,,Park.xls,
2004-11-02,general,Platte,,,,Platte.xls,
2004-11-02,general,Sheridan,,,,Sheridan.xls,
2004-11-02,general,Sublette,,,,Sublette.xls,
2004-11-02,general,Sweetwater,,,,Sweetwater.xls,
2004-11-02,general,Teton,,,,teton.xls,
2004-11-02,general,Uinta,,,,Uinta.xls,
2004-11-02,general,Washakie,,,,washakie.xls,
2004-11-02,general,Weston,,,,weston.xls,
2004-08-17,primary,Albany,,,,Albany.xls,
2004-08-17,primary,Big Horn,,,,Big Horn.xls,
2004-08-17,primary,Campbell,,,,Campbell.xls,
2004-08-17,primary,Carbon,,,,Carbon.xls,
2004-08-17,primary,Converse,,,,Converse.xls,
2004-08-17,primary,Crook,,,,Crook.xls,
2004-08-17,primary,Fremont,,,,Fremont.xls,
2004-08-17,primary,Goshen,,,,Goshen.xls,
2004-08-17,primary,Hot Springs,,,,Hot Springs.xls,
2004-08-17,primary,Johnson,,,,Johnson.xls,
2004-08-17,primary,Laramie,,,,Laramie.xls,
2004-08-17,primary,Lincoln,,,,Lincoln.xls,
2004-08-17,primary,Natrona,,,,Natrona.xls,
2004-08-17,primary,Niobrara,,,,Niobrara.xls,
2004-08-17,primary,Park,,,,Park.xls,
2004-08-17,primary,Platte,,,,Platte.xls,
2004-08-17,primary,Sheridan,,,,Sheridan.xls,
2004-08-17,primary,Sublette,,,,Sublette.xls,
2004-08-17,primary,Sweetwater,,,,Sweetwater.xls,
2004-08-17,primary,Teton,,,,Teton.xls,
2004-08-17,primary,Uinta,,,,Uinta.xls,
2004-08-17,primary,Washakie,,,,Washakie.xls,
2004-08-17,primary,Weston,,,,Weston.xls,
2002-11-26,general,Natrona,,TRUE,,,20021126__wy__special__general__state_house__36.csv
2002-11-05,general,Albany,,,,Albany.xls,
2002-11-05,general,Big Horn,,,,Big Horn.xls,
2002-11-05,general,Campbell,,,,Campbell.xls,
2002-11-05,general,Carbon,,,,Carbon.xls,
2002-11-05,general,Converse,,,,Converse.xls,
2002-11-05,general,Crook,,,,Crook.xls,
2002-11-05,general,Fremont,,,,Fremont.xls,
2002-11-05,general,Goshen,,,,Goshen.xls,
2002-11-05,general,Hot Springs,,,,Hot Springs.xls,
2002-11-05,general,Johnson,,,,Johnson.xls,
2002-11-05,general,Laramie,,,,Laramie.xls,
2002-11-05,general,Lincoln,,,,Lincoln.xls,
2002-11-05,general,Natrona,,,,natrona.xls,
2002-11-05,general,Niobrara,,,,Niobrara.xls,
2002-11-05,general,Park,,,,Park.xls,
2002-11-05,general,Platte,,,,Platte.xls,
2002-11-05,general,Sheridan,,,,Sheridan.xls,
2002-11-05,general,Sublette,,,,sublette.xls,
2002-11-05,general,Sweetwater,,,,Sweetwater.xls,
2002-11-05,general,Teton,,,,teton.xls,
2002-11-05,general,Uinta,,,,uinta.xls,
2002-11-05,general,Washakie,,,,washakie.xls,
2002-11-05,general,Weston,,,,weston.xls,
2002-08-20,primary,Albany,,,,Albany.xls,
2002-08-20,primary,Big Horn,,,,Big Horn.xls,
2002-08-20,primary,Campbell,,,,Campbell.xls,
2002-08-20,primary,Carbon,,,,Carbon.xls,
2002-08-20,primary,Converse,,,,Converse.xls,
2002-08-20,primary,Crook,,,,Crook.xls,
2002-08-20,primary,Fremont,,,,Fremont.xls,
2002-08-20,primary,Goshen,,,,Goshen.xls,
2002-08-20,primary,Hot Springs,,,,Hot Springs.xls,
2002-08-20,primary,Johnson,,,,Johnson.xls,
2002-08-20,primary,Laramie,,,,Laramie.xls,
2002-08-20,primary,Lincoln,,,,Lincoln.xls,
2002-08-20,primary,Natrona,,,,natrona.xls,
2002-08-20,primary,Niobrara,,,,Niobrara.xls,
2002-08-20,primary,Park,,,,Park.xls,
2002-08-20,primary,Platte,,,,Platte.xls,
2002-08-20,primary,Sheridan,,,,Sheridan.xls,
2002-08-20,primary,Sublette,,,,sublette.xls,
2002-08-20,primary,Sweetwater,,,,Sweetwater.xls,
2002-08-20,primary,Teton,,,,teton.xls,
2002-08-20,primary,Uinta,,,,uinta.xls,
2002-08-20,primary,Washakie,,,,washakie.xls,
2002-08-20,primary,Weston,,,,weston.xls,
2000-08-22,primary,Albany,D,,,AL-D-2000.xlsx,
2000-08-22,primary,Big Horn,D,,,BH-D-2000.xlsx,
2000-08-22,primary,Campbell,D,,,CA-D-2000.xlsx,
2000-08-22,primary,Carbon,D,,,CB-D-2000.xlsx,
2000-08-22,primary,Converse,D,,,CK-D-2000.xlsx,
2000-08-22,primary,Crook,D,,,CV-D-2000.xlsx,
2000-08-22,primary,Fremont,D,,,FR-D-2000.xlsx,
2000-08-22,primary,Goshen,D,,,GO-D-2000.xlsx,
2000-08-22,primary,Hot Springs,D,,,HT-D-2000.xlsx,
2000-08-22,primary,Johnson,D,,,JO-D-2000.xlsx,
2000-08-22,primary,Laramie,D,,,LA-D-2000.xlsx,
2000-08-22,primary,Lincoln,D,,,LI-D-2000.xlsx,
2000-08-22,primary,Natrona,D,,,NA-D-2000.xlsx,
2000-08-22,primary,Niobrara,D,,,NI-D-2000.xlsx,
2000-08-22,primary,Park,D,,,PK-D-2000.xlsx,
2000-08-22,primary,Platte,D,,,PL-D-2000.xlsx,
2000-08-22,primary,Sheridan,D,,,SB-D-2000.xlsx,
2000-08-22,primary,Sublette,D,,,SH-D-2000.xlsx,
2000-08-22,primary,Sweetwater,D,,,SW-D-2000.xlsx,
2000-08-22,primary,Teton,D,,,TE-D-2000.xlsx,
